1.8742	1.8568	1.8273	1.8047	1.7874
1.8701	1.8634	1.8396	1.8083	1.7974
1.8878	1.8560	1.8353	1.8124	1.7877
1.8746	1.8624	1.8363	1.8209	1.7918
1.8725	1.8561	1.8454	1.8343	1.8117
