1.9062	1.8709	1.8257	1.7852	1.7507
1.8858	1.8759	1.8397	1.7931	1.7513
1.9031	1.8914	1.8467	1.7914	1.7441
1.9181	1.8996	1.8353	1.7828	1.7612
1.9037	1.8762	1.8499	1.8330	1.7984
