1.9717	1.9541	1.9422	1.9244	1.9289
1.9705	1.9594	1.9450	1.9321	1.9366
1.9702	1.9599	1.9469	1.9355	1.9334
1.9717	1.9568	1.9451	1.9386	1.9349
1.9726	1.9610	1.9485	1.9415	1.9331
