42.8481	42.4158	41.9644	41.2637
42.8400	42.3280	41.9554	41.3082
43.1098	42.4999	42.0519	41.4084
43.2638	42.6361	42.1046	41.4141
43.4026	42.8697	42.4117	41.6986
