1.8177	1.8177	1.8240	1.8345	1.9005
1.8180	1.8155	1.8227	1.8388	1.9061
1.8186	1.8195	1.8247	1.8447	1.9033
1.8180	1.8163	1.8228	1.8466	1.9007
1.8164	1.8192	1.8254	1.8407	1.8942
